Segment 5Accumulator Monitor Log File06-18-2017 11-43 AM
Time,Cell 1,,Cell 2,,Cell 3,,Cell 4,,Cell 5,,Cell 6,,Cell 7,,Cell 8,,Cell 9,,Cell 10,,Cell 11,,Cell 12,,Cell 13,,Cell 14,,Cell 15,,Cell 16,,Cell 17,,Cell 18,,Cell 19,,Cell 20,,Cell 21,,Cell 22,,Cell 23,,Cell 24
,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V
06/18/2017 11:43 AM,3.57,12.19,3.43,21.28,3.60,7.42,3.74,33.48,3.13,21.79,3.50,26.35,3.62,15.12,3.77,19.73,3.57,16.99,3.90,10.82,4.13,36.39,4.19,36.27,3.90,39.03,3.29,37.48,4.06,13.05,3.27,17.96,3.82,27.37,4.00,26.03,3.69,16.19,3.29,27.91,3.57,11.42,3.03,8.06,3.55,27.15,4.18,35.61,
06/18/2017 11:43 AM,4.17,12.79,4.03,21.88,3.00,8.02,3.14,34.08,3.73,22.39,4.10,26.95,3.02,15.72,3.17,20.33,4.17,17.59,3.30,11.42,3.53,36.99,3.59,36.87,3.30,39.63,3.89,38.08,3.46,13.65,3.87,18.56,3.22,27.97,3.40,26.63,3.09,16.79,3.89,28.51,4.17,12.02,3.63,8.66,4.15,27.75,3.58,36.21,
06/18/2017 11:43 AM,3.57,13.39,3.43,22.48,3.60,8.62,3.74,34.68,3.13,22.99,3.50,27.55,3.62,16.32,3.77,20.93,3.57,18.19,3.90,12.02,4.13,37.59,4.19,37.47,3.90,5.23,3.29,38.68,4.06,14.25,3.27,19.16,3.82,28.57,4.00,27.23,3.69,17.39,3.29,29.11,3.57,12.62,3.03,9.26,3.55,28.35,4.18,36.81,
06/18/2017 11:43 AM,4.17,13.99,4.03,23.08,3.00,9.22,3.14,35.28,3.73,23.59,4.10,28.15,3.02,16.92,3.17,21.53,4.17,18.79,3.30,12.62,3.53,38.19,3.59,38.07,3.30,5.83,3.89,39.28,3.46,14.85,3.87,19.76,3.22,29.17,3.40,27.83,3.09,17.99,3.89,29.71,4.17,13.22,3.63,9.86,4.15,28.95,3.58,37.41,
06/18/2017 11:44 AM,3.57,14.59,3.43,23.68,3.60,9.82,3.74,35.88,3.13,24.19,3.50,28.75,3.62,17.52,3.77,22.13,3.57,19.39,3.90,13.22,4.13,38.79,4.19,38.67,3.90,6.43,3.29,39.88,4.06,15.45,3.27,20.36,3.82,29.77,4.00,28.43,3.69,18.59,3.29,30.31,3.57,13.82,3.03,10.46,3.55,29.55,4.18,38.01,
06/18/2017 11:44 AM,4.17,15.19,4.03,24.28,3.00,10.42,3.14,36.48,3.73,24.79,4.10,29.35,3.02,18.12,3.17,22.73,4.17,19.99,3.30,13.82,3.53,39.39,3.59,39.27,3.30,7.03,3.89,5.48,3.46,16.05,3.87,20.96,3.22,30.37,3.40,29.03,3.09,19.19,3.89,30.91,4.17,14.42,3.63,11.06,4.15,30.15,3.58,38.61,
06/18/2017 11:44 AM,3.57,15.79,3.43,24.88,3.60,11.02,3.74,37.08,3.13,25.39,3.50,29.95,3.62,18.72,3.77,23.33,3.57,20.59,3.90,14.42,4.13,39.99,4.19,39.87,3.90,7.63,3.29,6.08,4.06,16.65,3.27,21.56,3.82,30.97,4.00,29.63,3.69,19.79,3.29,31.51,3.57,15.02,3.03,11.66,3.55,30.75,4.18,39.21,
06/18/2017 11:44 AM,4.17,17.59,4.03,26.68,3.00,12.82,3.14,38.88,3.73,27.19,4.10,31.75,3.02,20.52,3.17,25.13,4.17,22.39,3.30,16.22,3.53,6.79,3.59,6.67,3.30,9.43,3.89,7.88,3.46,18.45,3.87,23.36,3.22,32.77,3.40,31.43,3.09,21.59,3.89,33.31,4.17,16.82,3.63,13.46,4.15,32.55,3.58,6.01,
06/18/2017 11:44 AM,3.57,18.19,3.43,27.28,3.60,13.42,3.74,39.48,3.13,27.79,3.50,32.35,3.62,21.12,3.77,25.73,3.57,22.99,3.90,16.82,4.13,7.39,4.19,7.27,3.90,10.03,3.29,8.48,4.06,19.05,3.27,23.96,3.82,33.37,4.00,32.03,3.69,22.19,3.29,33.91,3.57,17.42,3.03,14.06,3.55,33.15,4.18,6.61,
06/18/2017 11:44 AM,4.17,18.79,4.03,27.88,3.00,14.02,3.14,5.08,3.73,28.39,4.10,32.95,3.02,21.72,3.17,26.33,4.17,23.59,3.30,17.42,3.53,7.99,3.59,7.87,3.30,10.63,3.89,9.08,3.46,19.65,3.87,24.56,3.22,33.97,3.40,32.63,3.09,22.79,3.89,34.51,4.17,18.02,3.63,14.66,4.15,33.75,3.58,7.21,
