Segment 3Accumulator Monitor Log File06-18-2017 11-49 AM
Time,Cell 1,,Cell 2,,Cell 3,,Cell 4,,Cell 5,,Cell 6,,Cell 7,,Cell 8,,Cell 9,,Cell 10,,Cell 11,,Cell 12,,Cell 13,,Cell 14,,Cell 15,,Cell 16,,Cell 17,,Cell 18,,Cell 19,,Cell 20,,Cell 21,,Cell 22,,Cell 23,,Cell 24
,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V,T,V
06/18/2017 11:49 AM,3.97,28.59,3.83,37.68,4.00,23.82,4.14,14.88,3.53,38.19,3.90,7.75,4.02,31.52,4.17,36.13,3.97,33.39,3.10,27.22,3.33,17.79,3.39,17.67,3.10,20.43,3.69,18.88,3.26,29.45,3.67,34.36,3.02,8.77,3.20,7.43,4.09,32.59,3.69,9.31,3.97,27.82,3.43,24.46,3.95,8.55,3.38,17.01,
06/18/2017 11:49 AM,3.37,30.39,3.23,39.48,3.40,25.62,3.54,16.68,4.13,39.99,3.30,9.55,3.42,33.32,3.57,37.93,3.37,35.19,3.70,29.02,3.93,19.59,3.99,19.47,3.70,22.23,3.09,20.68,3.86,31.25,3.07,36.16,3.62,10.57,3.80,9.23,3.49,34.39,3.09,11.11,3.37,29.62,4.03,26.26,3.35,10.35,3.98,18.81,
06/18/2017 11:49 AM,3.97,30.99,3.83,5.08,4.00,26.22,4.14,17.28,3.53,5.59,3.90,10.15,4.02,33.92,4.17,38.53,3.97,35.79,3.10,29.62,3.33,20.19,3.39,20.07,3.10,22.83,3.69,21.28,3.26,31.85,3.67,36.76,3.02,11.17,3.20,9.83,4.09,34.99,3.69,11.71,3.97,30.22,3.43,26.86,3.95,10.95,3.38,19.41,
06/18/2017 11:49 AM,3.37,31.59,3.23,5.68,3.40,26.82,3.54,17.88,4.13,6.19,3.30,10.75,3.42,34.52,3.57,39.13,3.37,36.39,3.70,30.22,3.93,20.79,3.99,20.67,3.70,23.43,3.09,21.88,3.86,32.45,3.07,37.36,3.62,11.77,3.80,10.43,3.49,35.59,3.09,12.31,3.37,30.82,4.03,27.46,3.35,11.55,3.98,20.01,
06/18/2017 11:49 AM,3.97,32.19,3.83,6.28,4.00,27.42,4.14,18.48,3.53,6.79,3.90,11.35,4.02,35.12,4.17,39.73,3.97,36.99,3.10,30.82,3.33,21.39,3.39,21.27,3.10,24.03,3.69,22.48,3.26,33.05,3.67,37.96,3.02,12.37,3.20,11.03,4.09,36.19,3.69,12.91,3.97,31.42,3.43,28.06,3.95,12.15,3.38,20.61,
06/18/2017 11:49 AM,3.37,32.79,3.23,6.88,3.40,28.02,3.54,19.08,4.13,7.39,3.30,11.95,3.42,35.72,3.57,5.33,3.37,37.59,3.70,31.42,3.93,21.99,3.99,21.87,3.70,24.63,3.09,23.08,3.86,33.65,3.07,38.56,3.62,12.97,3.80,11.63,3.49,36.79,3.09,13.51,3.37,32.02,4.03,28.66,3.35,12.75,3.98,21.21,
06/18/2017 11:49 AM,3.97,33.39,3.83,7.48,4.00,28.62,4.14,19.68,3.53,7.99,3.90,12.55,4.02,36.32,4.17,5.93,3.97,38.19,3.10,32.02,3.33,22.59,3.39,22.47,3.10,25.23,3.69,23.68,3.26,34.25,3.67,39.16,3.02,13.57,3.20,12.23,4.09,37.39,3.69,14.11,3.97,32.62,3.43,29.26,3.95,13.35,3.38,21.81,
06/18/2017 11:49 AM,3.37,33.99,3.23,8.08,3.40,29.22,3.54,20.28,4.13,8.59,3.30,13.15,3.42,36.92,3.57,6.53,3.37,38.79,3.70,32.62,3.93,23.19,3.99,23.07,3.70,25.83,3.09,24.28,3.86,34.85,3.07,39.76,3.62,14.17,3.80,12.83,3.49,37.99,3.09,14.71,3.37,33.22,4.03,29.86,3.35,13.95,3.98,22.41,
06/18/2017 11:49 AM,3.97,34.59,3.83,8.68,4.00,29.82,4.14,20.88,3.53,9.19,3.90,13.75,4.02,37.52,4.17,7.13,3.97,39.39,3.10,33.22,3.33,23.79,3.39,23.67,3.10,26.43,3.69,24.88,3.26,35.45,3.67,5.36,3.02,14.77,3.20,13.43,4.09,38.59,3.69,15.31,3.97,33.82,3.43,30.46,3.95,14.55,3.38,23.01,
06/18/2017 11:49 AM,3.37,35.19,3.23,9.28,3.40,30.42,3.54,21.48,4.13,9.79,3.30,14.35,3.42,38.12,3.57,7.73,3.37,39.99,3.70,33.82,3.93,24.39,3.99,24.27,3.70,27.03,3.09,25.48,3.86,36.05,3.07,5.96,3.62,15.37,3.80,14.03,3.49,39.19,3.09,15.91,3.37,34.42,4.03,31.06,3.35,15.15,3.98,23.61,
